chapter,question_type,question,options,answer
7,Multiple Choice,实施人才强国战略，( )，实施更加积极、更加开放、更加有效的人才政策。,A. 完善人才战略布局;B. 深化人才发展体制机制改革;C. 要坚持党管人才原则;D. 坚持尊重劳动、尊重知识、尊重人才、尊重创造,ABCD
7,Multiple Choice,实施(    )、(    )、(    )，是增强综合国力、满足人民群众美好生活需要的必然要求，是建设教育强国、科技强国、人才强国的重大举措，对于全面建设社会主义现代化国家具有重要战略意义。,A. 科教兴国战略;B. 人才强国战略;C. 创新驱动战略;D. 可持续发展战略,ABC
7,True or False,教育、科技、人才是全面建设社会主义现代化国家的基础性、战略性支撑,A. 对;B. 错,A
7,True or False,育人的根本在于立德,A. 对;B. 错,A
7,True or False,科技自立自强是国家强盛之基、安全之要。,A. 对;B. 错,A
7,True or False,关键核心技术是国之重器，只有把最关键最核心的技术掌握在自己手中，才能从根本上保障国家经济安全、国防安全和其他安全。,A. 对;B. 错,A
7,True or False,现代化强国，必定是教育强国、科技强国、人才强国。,A. 对;B. 错,A
8,Single Choice,()是一个政党、一个国家最大的优势。,A. 制度优势;B. 党的自身优势;C. 全过程人民民主;D. 人民立场,A
8,Single Choice,人民民主建立在(  )基础之上，体现了社会主义国家的性质，反映了社会主义制度的本质要求，是一种新型的社会主义民主。,A. 人民当家作主;B. 社会主义法治;C. 社会主义制度;D. 社会主义经济,D
8,Single Choice,(  )把发展全过程人民民主作为习近平新时代中国特色社会主义思想的重要内容。,A. 党的二十大;B. 党的十八届四中全会;C. 党的十九大;D. 党的十九届六中全会,D
8,Single Choice,"党的领导是统一战线最鲜明的特征,(  )是统一战线最核心最根本的问题。",A. 人民当家作主;B. 人民民主专政;C. 坚持党的领导;D. 团结联合,C
8,Single Choice,(  )是全人类共同价值，是人类政治文明发展的成果。,A. 科技;B. 发展;C. 民主;D. 政治,C
8,Single Choice,我国宪法规定，国家的一切权力属于(  )。,A. 知识分子;B. 工人阶级;C. 人民;D. 中国共产党,C
8,Single Choice,走中国特色社会主义政治发展道路，最根本的是(  )。,A. 坚持社会主义法治;B. 坚持人民当家作主;C. 坚持党的领导;D. 坚持社会主义道路,C
8,Single Choice,(  )是我国的根本政治制度，是符合我国国情和实际、体现社会主义国家性质、保证人民当家作主、保障实现中华民族伟大复兴的好制度，是我们党领导人民在人类政治制度史上的伟大创造。,A. 民主集中制;B. 政治协商制度;C. 人民代表大会制度;D. 区域自治制度,C
8,Single Choice,要坚定不移走(  )，不断健全人民当家作主的制度体系，把人民当家作主体现到国家政治生活和社会生活各方面。,A. 中国特色社会主义法治道路;B. 中国特色社会主义民主道路;C. 中国特色社会主义道路;D. 中国特色社会主义政治发展道路,D
8,Single Choice,社会主义现代化是(  )，必然要求具有高度发达的民主政治，以实现好、维护好、发展好最广大人民根本利益为出发点和落脚点，保障人民当家作主，不断推动人的全面发展。,A. 全体人民的现代化;B. 共同富裕的现代化;C. 人民主体地位的现代化;D. 社会发展的现代化,A
8,Single Choice,"(  )是社会主义民主政治的本质属性,是最广泛、最真实、最管用的民主。",A. 全过程人民民主;B. 人民民主;C. 人民监督;D. 人民当家作主,A
8,Single Choice,从小院议事厅到板凳民主，从线下圆桌会到线上议事群体现的民主形式是(  ),A. 协商民主;B. 长期民主;C. 依法监督;D. 基层民主,D
8,Single Choice,人民民主是社会主义的生命，()是社会主义民主政治的本质属性。,A. 人民监督;B. 民主法治;C. 社会主义民主;D. 全过程人民民主,D
8,Single Choice,习近平指出:我们党自成立之日起就致力于建设(  )的新社会，提出了关于未来国家制度的主张，并领导人民为之进行斗争。,A. 人民民主;B. 繁荣发展;C. 人民当家作主;D. 文明法治,C
8,Single Choice,统战工作的本质要求是(  )，解决的就是人心和力量问题。,A. 大团结大联合;B. 全过程人民民主;C. 社会主义发展;D. 人民民主,A
8,Multiple Choice,要适应扩大人民民主、促进经济社会发展的新要求，持续推进社会主义民主政治(  )，巩固和发展生动活泼、安定团结的政治局面。,A. 制度化;B. 规范化;C. 法治化;D. 程序化,ABD
8,Multiple Choice,全过程人民民主把(  )紧密融合在一起，充分彰显了人民的主体地位，彰显了人民民主的真实性。,A. 国家意志;B. 党的主张;C. 人民意愿;D. 社会需求,ABC
8,Multiple Choice,党对统一战线的领导主要是政治领导，即(  )的领导，主要体现为党委领导而不是部门领导、集体领导而不是个人领导。,A. 政治参与;B. 政治原则;C. 政治方向;D. 重大方针政策,BCD
8,Multiple Choice,全过程人民民主是()的民主。,A. 最真实;B. 最直接;C. 最管用;D. 最广泛,ACD
8,Multiple Choice,全过程人民民主是(  )的统一。,A. 过程民主;B. 广泛民主;C. 成果民主;D. 真实民主,AC
8,Multiple Choice,铸牢中华民族共同体意识，就是要引导各族人民牢固树立(  )的共同体理念。,A. 命运与共;B. 荣辱与共;C. 休戚与共;D. 生死与共,ABCD
8,Multiple Choice,要发展基层民主，保障人民依法直接行使民主权利，实现( )。,A. 自我教育;B. 自我服务;C. 自我监督;D. 自我管理,ABCD
8,Multiple Choice,协商民主是中国社会主义民主政治中()的民主形式。,A. 独特的;B. 独有的;C. 特殊的;D. 独到的,ABD
8,Multiple Choice,中国特色社会主义政治制度是(  )的伟大创造，是具有强大自我完善和自我发展能力、强大生命力和显著优越性的先进制度。,A. 中国共产党;B. 工人阶级;C. 知识分子;D. 中国人民,AD
8,Multiple Choice,在人民民主的共同旗帜下，中国共产党与各民主党派(  )，形成共产党领导、多党派合作，共产党执政、多党派参政这一具有鲜明中国特色的新型政党制度。,A. 互相监督;B. 荣辱与共;C. 肝胆相照;D. 长期共存,ABCD
8,Multiple Choice,要坚持和完善中国共产党领导的多党合作和政治协商制度，坚持(  )有机结合，发挥人民政协作为专门协商机构的作用，加强制度化、规范化、程序化等功能建设。,A. 协商民主;B. 政治参与;C. 党的领导;D. 统一战线,ACD
8,Multiple Choice,走中国特色社会主义政治发展道理，必须坚持()有机统一。,A. 全过程人民民主;B. 人民当家作主;C. 党的领导;D. 依法治国,BCD
8,Multiple Choice,中国特色社会主义政治制度是由(  )等组成的制度体系。,A. 特殊政治制度;B. 基本政治制度;C. 根本政治制度;D. 重要政治制度,BCD
8,Multiple Choice,人民行使国家权力的机关是(  )。,A. 全国人民代表大会;B. 中央人民政府;C. 地方各级人民政府;D. 地方各级人民代表大会,AD
8,Multiple Choice,社会主义革命和建设时期，人民当家作主的政治架构、经济基础、法律原则、制度框架基本确立并不断发展，我国人民民主大厦巍然耸立。,A. 政治架构;B. 经济基础;C. 法律原则;D. 制度框架,ABCD
8,True or False,一个国家的政治制度取决于这个国家的经济社会基础，同时又反作用于这个国家的经济社会基础，乃至于起到决定性作用。,A. 对;B. 错,A
8,True or False,各国国情不同，每个国家的政治制度都是独特的，都是由这个国家的人民决定的，都是在这个国家历史传承、文化传承、经济社会发展的基础上长期发展、渐进改进、内生性演化的结果。,A. 对;B. 错,A
8,True or False,民主没有最好，只有更好，人类对民主的探索和实践永无止境。,A. 对;B. 错,A
8,True or False,2019年11月，习近平在上海虹桥街道考察全国人大常委会法工委基层立法联系点时指出，人民民主是一种全过程的民主。,A. 对;B. 错,A
8,True or False,国家各方面事业和各方面工作，必须坚持以人民为中心的发展思想，不断满足人民日益增长的美好生活需要，促进人的全面发展。,A. 对;B. 错,A
9,Single Choice,(   )是国家根本法，是党和人民意志的集中体现，是国家各种制度和法律法规的总依据。,A. 法律总纲;B. 宪法;C. 诉讼法;D. 民法典,B
9,Single Choice,(   )是中国特色社会主义的本质要求和重要保障。,A. 全面建设社会主义现代化国家;B. 全面深化改革;C. 全面依法治国;D. 全面从严治党,C
9,Single Choice,法治监督体系以(      )为重点、,A. 制度建设;B. 约束公权力运行;C. 思想教育;D. 少数领导干部,B
9,Single Choice,(    )是国家治理体系和治理能力的重要依托。,A. 民主;B. 法治;C. 党的领导;D. 人民,B
9,Single Choice,(   )是中国特色社会主义法治体系的根本制度基础，是全面推进依法治国的根本制度保障。,A. 以德治国;B. 马克思主义指导;C. 党的领导;D. 中国特色社会主义制度,D
9,Single Choice,全面依法治国的总抓手是( ),A. 建设社会主义法治国家;B. 坚持中国共产党的领导;C. 建设中国特色社会主义法治体系，建设社会主义法治国家;D. 建设中国特色社会主义法治体系,D
9,Single Choice,立善法于天下，则天下治;立善法于一国，则一国治。表明更好推进中国特色社会主义法治体系建设，必须加快形成( ),A. 高效的法治实施体系;B. 有力的法治保障体系;C. 严密的法治监督体系;D. 完备的法律规范体系,D
9,Single Choice,下列不属于习近平法治思想的主要内容的是( ),A. 坚持抓住领导干部这个关键少数;B. 坚持党对全面依法治国的领导;C. 坚持以人民为中心;D. 坚持党的领导、人民当家作主、依法治国有机统一,D
9,Single Choice,(    )是党领导人民治理国家的基本方式。,A. 以人民为中心;B. 人民当家作主;C. 绿色发展;D. 依法治国,D
9,Single Choice,我国人民法院对受理的民事案件、经济纠纷案件和轻微刑事案件进行的调解，是诉讼内调解。对于婚姻案件，诉讼内调解是必经的程序。至于其他民事案件是否进行调解，取决于当事人的自愿，调解不是必经程序。调解制度体现了下列哪方面中华优秀传统法律文化(  ),A. 天下无讼、以和为贵的价值追求;B. 出礼入刑、隆礼重法的治国策略;C. 民为邦本、本固邦宁的民本理念;D. 德主刑辅、明德慎罚的慎刑思想,A
9,Single Choice,全面依法治国的唯一正确道路是( ),A. 中国特色社会主义法制道路;B. 中国特色社会主义政治发展道路;C. 中国特色社会主义法治道路;D. 中国特色社会主义道路,C
9,Single Choice,法治体系是国家治理体系的骨干工程。更好推进中国特色社会主义法治体系建设，必须加快形成(   ) ①完备的法律规范体系②高效的法治实施体系③严密的法治监督体系④有力的法治保障体系⑤完善的党内法规体系⑥普及的守法体系,A. ①②③④⑤;B. ①②③④;C. ①②③④⑤⑥;D. ①②③④⑥,A
9,Single Choice,全面依法治国最广泛、最深厚的基础是(   )。,A. 社会主义民主;B. 人民;C. 党的领导;D. 社会稳定,B
9,Single Choice,(     )是社会主义法治最根本的保证。,A. 中国特色社会主义制度;B. 党的领导;C. 全面深化改革;D. 严密的法治监督体系,B
9,Single Choice,(   )既是全面从严治党的重要依据，也是全面依法治国的有力保障。,A. 党章;B. 党的监督机制;C. 党内法规;D. 党的纪律条例,C
9,Multiple Choice,建设更高水平的法治中国，必须(    )。,A. 扎实推进依法行政;B. 完善以宪法为核心的中国特色社会主义法律体系;C. 加快建设法治社会;D. 严格公正司法,ABCD
9,Multiple Choice,更好推进中国特色社会主义法治体系建设，必须加快形成(  )，形成( )。,A. 严密的法治监督体系;B. 高效的法治实施体系;C. 完善的党内法规体系;D. 完备的法律规范体系;E. 有力的法治保障体系,ABCDE
9,Multiple Choice,"加快形成完备的法律规范体系,必须(  )。",A. 推进合宪性审査工作;B. 提高立法效率，增强立法系统性、整体性、协同性和时效性。;C. 研究丰富立法形式，增强立法的针对性、适用性、可操作性。;D. 深入推进科学立法、民主立法、依法立法，统筹立改废释纂,ABCD
9,Multiple Choice,坚持以宪法为最高法律规范，完善以宪法为核心的中国特色社会主义法律体系，加强(   )立法，把国家各项事业和各项工作纳入法制轨道。,A. 新兴领域;B. 涉外领域;C. 重点领域;D. 突出领域,ABC
9,Multiple Choice,坚持依宪治国、依宪执政，就必须(    )。,A. 坚持宪法确定的中国共产党领导地位不动摇;B. 坚持走宪政道路不动摇;C. 坚持宪法确定的人民民主专政的国体和人民代表大会的政体不动摇;D. 学习西方三权鼎立制度,AC
9,Multiple Choice,关于政治和法治的关系，下列说法正确的是(    )。,A. 法治当中有政治，没有脱离政治的法治;B. 政治和法治相互依存，相互作用，密不可分;C. 法治要脱离政治的影响，才能确保公平正义;D. 党和法的关系是政治和法治关系的集中反映,ABD
9,Multiple Choice,全面依法治国必须正确处理(     )的关系。,A. 政治和法治;B. 依法治国和依规治党;C. 依法治国和以德治国;D. 改革和法治,ABCD
9,Multiple Choice,全面依法治国是(   )。,A. 完善和发展中国特色社会主义制度、推进国家治理体系和治理能力现代化的重要方面;B. 国家治理的一场深刻革命，关系党执政兴国，关系人民幸福安康;C. 坚持和发展中国特色社会主义的本质要求和重要保障;D. 四个全面战略布局之一,ABCD
9,Multiple Choice,"正确处理改革和法治的关系 ,要做到(  )。",A. 对实践证明已经比较成熟的改革经验和行之有效的改革举措，要尽快上升为法律。;B. 对实践条件还不成熟、需要先行先试的，要按照法定程序作出授权;C. 立法主动适应改革需要，重大改革于法有据;D. 要坚持改革决策和立法决策相统一;E. 对不适应改革要求的现行法律法规，要及时修改或废止,ABCDE
9,Multiple Choice,要坚持(   )相结合，实现法治和德治相辅相成、相得益彰。,A. 以德治国;B. 全面发展;C. 依法治国;D. 协同发展,AC
9,Multiple Choice,中国特色社会主义法治道路的核心要义是(    )。,A. 贯彻中国特色社会主义法治理论;B. 坚持党的领导;C. 坚持中国特色社会主义制度;D. 坚持社会主义根本制度,ABC
9,Multiple Choice,走中国特色社会主义法治道路，必须长期坚持以下哪些基本原则。( ),A. 坚持中国共产党的领导;B. 坚持人民为中心;C. 坚持法律面前人人平等;D. 坚持依法治国与以德治国相结合;E. 从中国实际出发，,ABCDE
9,Multiple Choice,加快建设法治中国，必须适应全面建设社会主义现代化国家的要求，牢牢把握经济社会发展和人民群众对法治建设的需要，坚持系统观念，全面推进(   )。,A. 严格执法;B. 公正司法;C. 全民守法;D. 科学立法,ABCD
9,Multiple Choice,"正确处理依法治国和依规治党的关系, 要做到(    )。","A. 要通过法律保障党的政策有效实施;B. 党的政策是国家法律的先导和指引;C. 要正确处理党的政策和国家法律的关系，两者都是人民根本意志的反映;D. 要发挥依法治国和依规治党的互补性作用,确保党既依据宪法法律治国理政，又依据党内法规管党治党",ABCD
9,Multiple Choice,法治中国建设的工作布局是(  )。,A. 坚持依法治国、依法执政、依法行政共同推进;B. 坚持统筹推进国内法治和涉外法治;C. 坚持法治国家、法治政府、法治社会一体建设;D. 协商民主和法制宣传一体推进,ABC
9,True or False,建设中国特色社会主义法治体系、建设社会主义法治国家是实现国家治理体系和治理能力现代化的必然要求，也是全面深化改革的必然要求，有利于在法治轨道上推进国家治理体系和治理能力现代化。(     ),A. 对;B. 错,A
9,True or False,我们讲依宪治国、依宪执政，同西方所谓宪政有着本质区别，不能把二者混为一谈。(     ),A. 对;B. 错,A
9,True or False,中国特色社会主义法治道路是社会主义法治建设成就和经验的集中体现，是建设社会主义法治国家的唯一正确道路。(     ),A. 对;B. 错,A
9,True or False,立善法于天下，则天下治;立善法于一国，则一国治。全面依法治国，必须加快完善中国特色社会主义法律体系，使之更加科学完备、统一权威。(     ),A. 对;B. 错,A
9,True or False,坚持依法执政首先要坚持依宪执政。(     ),A. 对;B. 错,A
10,Single Choice,意识形态安全是( )的重要组成部分，是实现()的重要手段和维护国家安全的重要屏障。意识形态工作是党的一项极端重要的工作，能否做好事关党的前途命运，事关国家的长治久安，事关民族凝聚力和向心力。,A. 文化安全、国家目标;B. 政治安全、国家利益;C. 文化安全、国家利益;D. 政治安全、国家目标,B
10,Single Choice,2024年3月22日我国首部AI全流程微短剧《中国神话》发布。微短剧共六集，分别为《补天》《逐日》《奔月》《填海》《治水》《尝百草》，由一个个经典神话故事起笔，借助AI技术拓展人们对神话的常规想象。女娲勇敢无畏、无私奉献的精神，在今天“人类命运共同体”理念中得以传承;神农尝百草，心怀苍生的大爱，延续在“当代神农”对中医草药孜孜不倦的研究之中……《中国神话》微短剧(   )。①坚持以我为主，是探索中华文明与科技交融的生动实践②既克服又保留，充分发挥中华优秀传统文化的现代价值③弘扬了主旋律，展现了传统文化与时代精神跨时空和鸣④推陈出新，展现了传统文化在现代社会中的生命力和活力,A. ③④;B. ②④;C. ①②;D. ②③,A
10,Single Choice,中国共产党人精神谱系的源头(  )。,A. 延安精神;B. 伟大建党精神;C. 长征精神;D. 井冈山精神,B
10,Single Choice,坚定文化自信的深厚基础(  ),A. 中华优秀传统文化;B. 革命文化;C. 社会主义先进文化;D. 中国特色社会主义伟大实践,A
10,Single Choice,文化软实力集中体现了一个国家基于文化而具有的凝聚力和生命力，以及由此产生的吸引力和影响力。提高国家文化软实力需要强大的国际传播能力。我国加强国际传播能力建设的重要任务是(  ),A. 讲好中国故事，传播好中国声音，展示真实、立体、全面的中国;B. 加快发展新型文化业态文化.;C. 推进社会主义先进文化深入人心，激发全民族文化创造活力;D. 推进中华传统文化创造性转化、创新性发展,A
10,Single Choice,推进文化软实力建设，就是要以( )为本，大力发展中国特色社会主义文化，展现中华文化独特魅力，为人类文明交流互鉴作出积极贡献。,A. 文化骄傲;B. 文化自信;C. 政治建设;D. 经济建设,B
10,Single Choice,坚定文化自信的不竭源泉(  ),A. 中国特色社会主义伟大实践;B. 革命文化;C. 社会主义先进文化;D. 中华优秀传统文化,A
10,Single Choice,做好网络视听领域的文化传承发展，一是要创新思维求效果，讲好文化的故事;二是要创新表达说新话，讲好青年的故事;三是要创新方式国际化，讲好出海的故事。讲好文化出海的故事，需要(   )。①通过文化交流，推动中外文化繁荣与发展②借助现代科技，使文化传播突破时空局限③立足传统文化，实现文化创新的根本目的④坚持文化平等，在交流中做到了以我为主,A. ②④;B. ①③;C. ①②;D. ③④,C
10,Single Choice,公民道德建设，对于提高人民思想觉悟、道德水准、文明素养，提高全社会文明程度，具有至关重要的作用。适应新时代新要求，党中央根据变化了的形势和公民道德建设的新需要，于2019年颁布了《新时代公民道德建设实施纲要》，明确强调新时代公民道德建设的着力点是(  ),A. 推进社会公德、职业道德、家庭美德、个人品德建设;B. 传承孝老爱亲、扶危济困、见义勇为等中华美德;C. 弘扬民族精神和时代精神;D. 推动理想信念教育常态化制度化,A
10,Single Choice,“龙行龘龘，前程朤朤”是龙年新年的流行祝福语。“龘”和“朤”字均出自我国第一部楷书字典《玉篇》，寓意在新的一年里，每个人都能如龙一般强大，前程似锦。人们从浩如烟海的字典中将其挑选出来，对于当代中国人的精神世界仍产生深刻的影响。“龘”和“朤”字的使用(   )①是中华民族整体风貌和精神特征的集中体现②体现了中华优秀传统文化的当代价值和积极作用③是中华优秀传统文化的创造性转化与创新性发展④展现中华优秀传统文化独特魅力，彰显文化自信,A. ②④;B. ①③;C. ③④;D. ①②,A
10,Single Choice,中国特色社会主义进入新时代。为了大力弘扬爱国主义精神，中共中央、国务院印发了《新时代爱国主义教育实施纲要》，明确规定新时代爱国主义教育着力点是(  ),A. 坚持依法治国和以德治国相结合;B. 坚持立足中国又面向世界;C. 坚持维护祖国统一和民族团结;D. 坚持实现中华民族伟大复兴的中国梦,C
10,Single Choice,《长安三万里》这部影片无论是故事构建，叙事节奏还是对优质文化的传承和发扬，都有太多值得肯定的设计。娓娓道来的故事，不仅让观众感受到大唐盛世之美，更有深刻的教育意义。在得到海内外广泛赞誉的同时，更是以上映47天，累计票房17.69亿元，成为2023年动画电影票房冠军。该影片的成功说明(   ),A. 优秀传统文化是中国人民风雨同舟、自强不息的精神支柱;B. 坚持以人民为中心的创作导向，要不断丰富传统文化内涵;C. 对优秀传统文化进行创造性转化能维护群众的基本文化权益;D. 树立文化自信，有利于中华文化走向世界，扩大其影响力,D
10,Single Choice,《共产党宣言》的翻译者是(    ),A. 包惠僧;B. 董必武;C. 陈望道;D. 陈独秀,C
10,Single Choice,文化软实力的定义与以下哪个最接近?,A. 国家的经济实力;B. 国家的政治实力;C. 国家的文化吸引力;D. 国家的军事实力,C
10,Single Choice,社会主义核心价值观中个人层面的价值观是(),A. 富强、民主、文明、和谐;B. 公正、自由、诚信、民主;C. 平等、自由、公正、法治;D. 爱国、敬业、诚信、友善,D
10,Multiple Choice,当今时代，文化在综合国力竞争中的地位日益重要，谁占据了文化发展的制高点，谁就能够更好地在激烈的国际竞争中掌握主动权。文化强国是指一个国家具有强大的文化力量。这种力量表现为( )。,A. 丰富的文化理论;B. 发达的文化产业;C. 强大的文化软实力;D. 具有高度文化素养的国民,BCD
10,Multiple Choice,为什么建设中国特色社会主义文化( )?,A. 文化是一个国家、一个民族的灵魂;B. 没有文化繁荣兴盛就没有中华民族伟大复兴;C. 更好满足人民日益增长的精神文化需要;D. 文化自信是一个国家、一个民族发展中最基本、最深沉、最持久的力量,ABCD
10,Multiple Choice,坚持中国特色社会主义文化发展道路，须以马克思主义为指导，这是事关文化改革发展全局的根本问题坚持中国特色社会主义文化发展道路，还须(  )。,A. 坚持一手抓文化事业，一手抓文化产业;B. 发挥人民在文化建设中的主体作用;C. 积极吸收、借鉴国外优秀文化成果;D. 坚持自己的民族特色,ABCD
10,Multiple Choice,坚定文化自信，是事关国运兴衰，事关文化安全、事关民族精神独立性的大问题。坚定中国特色社会主义道路自信、理论自信、制度自信，说到底就是要坚定文化自信。讲文化自信，我们有充足理由和充足底气，因为中国特色社会主义文化(  )。,A. 承继于激昂向上的革命文化;B. 植根于中国特色社会主义伟大实践;C. 源自于博大精深的中华优秀传统文化;D. 熔铸于生机勃勃的社会主义先进文化,ABCD
10,Multiple Choice,人类各种文明之间的交流是推动世界和平发展的重要动力。习近平主席曾经在比利时布鲁日欧洲学院演讲时指出:“我们要建设文明共荣之桥，把中欧两大文明连接起来。正如中国人喜欢茶而比利时人喜爱啤酒一样，茶的含蓄内敛和酒的热烈奔放代表了品味生命、解读世界的两种不同方式。但是，茶和酒并不是不可兼容的，既可以酒逢知已千杯少，也可以品茶品味品人生。”习近平主席以茶酒巧喻不同文明之回的关系，旨在阐明( )。,A. 不同文明凝聚着不同民族的智慧和贡献，没有高低优劣之分;B. 人类文明多样性是世界的基本特征;C. 文明差异不应成为世界冲突的根源，而应成为人类文明进步的动力;D. 文明因多样而交流，因交流而互鉴，因互鉴而发展,ABCD
10,Multiple Choice,实现中华民族伟大复兴，迫切要求我国由一个文化资源大国转变为一个文化强国。建设社会主义文化强国的重要性在于(  )。,A. 当今时代，文化在综合国力竞争中的地位日益重要;B. 它是完善政治上层建筑的需要;C. 没有先进文化的引领，一个国家、一个民族不可能屹立于世界先进民族之林;D. 它是中华民族几千年文化积淀赋予我们的历史使命,ACD
10,Multiple Choice,"关于文化软实力,以下说法正确的是(  )。",A. 文化强国一定要有发达的文化产业;B. 提高文化软实力，关系到中国梦的实现;C. 中国现在是一个文化产业高度发达的国家;D. 孔子学院推动了中国文化走向世界,ABD
10,Multiple Choice,当今时代，文化在综合国力竞争中的地位日益重要，谁占据了文化发展的制高点，谁就能够更好地在激烈的国际竞争中掌握主动权。文化强国是指一个国家具有强大的文化力量。这种力量表现为(  )?,A. 具有高度文化素养的国民;B. 强大的文化软实力;C. 发达的文化产业;D. 丰富的文化理论,ABC
10,Multiple Choice,坚持和发展马克思主义，必须同中华优秀传统文化相结合。中华优秀传统文化源远流长、博大精深，是中华文明的智慧结晶，蕴含着天下为公、民为邦本、为政以德、革故鼎新、任人唯贤、天人合一、自强不息、厚德载物、讲信修睦、亲仁善邻等思想观念。这些思想观念( )。,A. 体现着中国人民的宇宙观、天下观、社会观、道德观;B. 同科学社会主义价值观主张具有高度契合性;C. 完整体现了马克思主义的立场观点和方法;D. 与马克思主义理论一脉相承文化,AB
10,Multiple Choice,社会主义核心价值观具有超越以往一切社会核心价值观的先进性，它(  )，是反映人类社会发展进步的价值理念。,A. 扎根于中华优秀传统文化的士壤;B. 吸收借鉴了一切人类优秀文化的先进价值;C. 具有强大的凝聚力和感召力;D. 集中体现了社会主义的本质属性,ABD
10,Multiple Choice,建设和发展社会主义，需要有一个能够被全社会共同接受和认同的社会主义核 心价值体系和核 心价值观来引领。核心价值体系和核 心价值观，是决定文化性质和方向的最深层次要素，是一个国家的重要稳定器。关于两者关系，核心价值观是核心价值体系的( )。,A. 基本内容;B. 集中表达;C. 高度凝练;D. 内核,BCD
10,Multiple Choice,大学生要深刻领会社会主义核心价值观的重要意义和科学内涵，成为社会主义核心价值观的( )。,A. 坚定信仰者;B. 模范践行者;C. 被动接受者;D. 积极传播者,ABD
10,Multiple Choice,下列关于“文化软实力”的表述正确的有(  )。,A. 文化软实力的竞争，本质上是不同文化所代表的核心价值观的竞争;B. 文化软实力越来越成为争夺发展制高点、道义制高点的关键所在;C. 道德建设是文化软实力的灵魂、文化软实力建设的重点;D. 越来越多的国家把提升文化软实力确立为国家战略,ABD
10,Multiple Choice,坚守社会主义核 心价值体系和核 心价值观就是通过教育引导、舆论宣传、文化熏陶、实践养成、适度保障等，使社会主义核 心价值观内化为人们的精神追求，外化为人们的自觉行动。培育和弘扬社会主义核心价值观，应该(  )。,A. 突出道德价值的作用，立足中华传统优秀文化;B. 使社会主义核 心价值观成为人们日常工作生活的基本遵循;C. 加强革命传统教育，弘扬红色文化;D. 在全社会深入开展理想信念教育,ABCD
10,Multiple Choice,做好意识形态工作，事关( )。,A. 民族凝聚力和向心力;B. 国家国际地位提升;C. 党的前途命运;D. 国家长治久安,ACD
10,True or False,传承弘扬革命文化要把红色传统发扬好、把红色资源利用好、把红色基因传承好。,A. 对;B. 错,A
10,True or False,文化自信是一个国家、一个民族发展中最基本、最深沉、最持久的力量。,A. 对;B. 错,A
10,True or False,互联网是意识形态斗争的主阵地、主战场、最前沿。,A. 对;B. 错,A
10,True or False,价值观念在一定社会的文化中是起中轴作用的，文化的影响力首先是思想的影响力。,A. 对;B. 错,B
10,True or False,文化建设关乎旗帜、关乎道路、关乎国家政治安全。,A. 对;B. 错,B
11,Single Choice,加强社会建设，必须以(  )为重点。,A. 关注弱势群体;B. 提高人民物质文化生活水平;C. 提高人民思想道德素质;D. 保障和改善民生,D
11,Single Choice,党的十八大至今，我们深入贯彻以人民为中心的发展思想，人民群众(  )更加充实、更有保障、更可持续，共同富裕取得新成效。,A. 获得感、安全感、拥有感;B. 幸福感、安全感、拥有感;C. 获得感、幸福感、安全感;D. 职业感、幸福感、安全感,C
11,Single Choice,()是经济的“晴雨表”，是社会的“稳定器”。,A. 养老;B. 医疗;C. 教育;D. 就业,D
11,Single Choice,当前社会建设中，最大的民生是(  )。,A. 就业;B. 医疗;C. 教育;D. 养老,A
11,Single Choice,(  )是民生之源，是改善民生、实现发展成果由人民共享最重要最直接的方式。,A. 医疗保障;B. 收入分配;C. 养老保障;D. 就业,B
11,Single Choice,分配制度是促进共同富裕的基础性制度。坚持按劳分配为主体、多种分配方式并存，构建初次分配、再分配、第三次分配协调配套的制度体系。以下属于第三次分配的是()。,A. 发展慈善等社会公益事业;B. 加大税收、社保、转移支付等调节力度并提高精准性;C. 健全多层次社会保障体系;D. 清理规范不合理收入，坚决取缔非法收入,A
11,Single Choice,( )是政府联系群众的“最终一公里”。,A. 街道办;B. 基层党组织;C. 城乡社区;D. 村委会,C
11,Single Choice,()离老百姓最近，同老百姓生活最密切,A. 国防军队建设;B. 外交工作;C. 民生工作;D. 经济发展,C
11,Single Choice,“枫桥经验”意义重大，是坚持和贯彻( )的好经验。,A. 放管服;B. 改革开放;C. 党的群众路线;D. 为人民服务,C
11,Single Choice,(  )是社会主义生产的根本目的。,A. 中国特色大国外交;B. 国防和军队现代化;C. 发展经济;D. 增进民生福祉,D
11,Single Choice,( )是坚持立党为公、执政为民的本质要求。,A. 群众路线;B. 增进民生福祉;C. 实事求是;D. 解放思想,B
11,Single Choice,(  )制度是促进共同富裕的基础性制度。,A. 分配制度;B. 民族区域自治制度;C. 基层群众自治制度;D. 人民代表大会制度,A
11,Single Choice,全面建成小康社会的底线任务是(  )。,A. 推动制造业发展;B. 形成开放经济新格局;C. 打赢脱贫攻坚战;D. 大力发展金融业,C
11,Single Choice,()是反映居民之间贫富差异程度的常用统计指标，较全面客观地反映居民之间的贫富差距，能预报、预警居民之间出现贫富两极分化。,A. GNP;B. 恩格尔系数;C. GDP;D. 基尼系数,D
11,Single Choice,发挥初次分配的基础性作用，努力提高(  )在初次分配中的比重。,A. 消费税;B. 企业利润;C. 劳动报酬;D. 增值税,C
